2016-02-25 18:54:00 UTC+0000,184.156
2016-02-25 18:54:00 UTC+0000,184.17
2016-02-25 18:55:00 UTC+0000,184.1657
2016-02-25 18:55:00 UTC+0000,183.85
2016-02-25 18:56:00 UTC+0000,184.01
2016-02-25 18:57:00 UTC+0000,184.21
2016-02-25 18:57:00 UTC+0000,184.20
2016-02-25 18:58:00 UTC+0000,184.5468
2016-02-25 18:58:00 UTC+0000,184.505
2016-02-25 18:59:00 UTC+0000,184.39
2016-02-25 18:59:00 UTC+0000,184.67
2016-02-25 19:00:00 UTC+0000,184.6299
2016-02-25 19:01:00 UTC+0000,184.4624
2016-02-25 19:01:00 UTC+0000,184.35
2016-02-25 19:02:00 UTC+0000,184.14
2016-02-25 19:03:00 UTC+0000,184.015
2016-02-25 19:04:00 UTC+0000,184.08
2016-02-25 19:04:00 UTC+0000,183.50
2016-02-25 19:05:00 UTC+0000,183.96
2016-02-25 19:05:00 UTC+0000,183.96
2016-02-25 19:06:00 UTC+0000,184.1799
2016-02-25 19:06:00 UTC+0000,184.01
2016-02-25 19:07:00 UTC+0000,183.97
2016-02-25 19:08:00 UTC+0000,184.26
2016-02-25 19:08:00 UTC+0000,184.15
2016-02-25 19:09:00 UTC+0000,184.106
2016-02-25 19:09:00 UTC+0000,183.89
2016-02-25 19:10:00 UTC+0000,184.002
2016-02-25 19:10:00 UTC+0000,184.1033
2016-02-25 19:11:00 UTC+0000,184.29
2016-02-25 19:11:00 UTC+0000,184.199
2016-02-25 19:12:00 UTC+0000,184.22
2016-02-25 19:13:00 UTC+0000,184.21
2016-02-25 19:13:00 UTC+0000,184.03
2016-02-25 19:13:00 UTC+0000,184.00
